,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,tags,product_color,product_variation_inventory,shipping_option_name,shipping_option_price,countries_shipped_to,inventory_total,has_urgency_banner,origin_country,merchant_title,merchant_rating_count,merchant_rating,feedback,notes
1210,6.0,6,10.0,0,4.75,4.0,3.0,1.0,0.0,0.0,0.0,"Summer,asymmetrical dress,hippie,long dress,Plus Size,summer dress,Women's Fashion,Sleeveless dress,boho dress,printed,maxi dress,Dress,women dress,Women,Beach,loose dress,sleeveless,casual dress",green,5.0,Livraison standard,2.0,25,50,0.0,CN,guojinghao,5123.0,3.95861799726723,84,5123
1211,2.65,3,20000.0,0,3.4,3443.0,1232.0,593.0,622.0,327.0,669.0,"Summer,Shorts,pants,Loose,Overalls,black,sleeveless,Casual,jumpsuit",orange,50.0,Livraison standard,1.0,31,50,0.0,CN,Women's Fashion maker international,68022.0,4.32058745699921,92,68022
1212,3.71,4,100.0,1,3.44,16.0,8.0,1.0,2.0,0.0,5.0,"Summer,Shorts,high waist,Elastic,Bottom,pants,athleticshort,Short pants,Running,Women's Fashion,Fashion,solid color,slim,Casual,Slim Fit",purple,1.0,Livraison standard,1.0,23,50,0.0,CN,Suyi Technology,12309.0,4.04517020066618,86,12309
1213,13.0,26,100.0,0,3.78,37.0,17.0,8.0,5.0,1.0,6.0,"Mini,slim,package hip dress,Fashion,Summer,fashion dress,Dress,summer dress,Party Dress,spaghettistrapdre,Mini dress,Slim Fit,Sleeveless dress,Spaghetti,party,women dress,Women,Women's Fashion,Casual,sleeveless,casual dress",beige,50.0,Livraison standard,3.0,41,50,0.0,CN,luvda,1022.0,3.86399217221135,0,1022
1214,12.0,11,1000.0,0,3.59,181.0,69.0,42.0,27.0,13.0,30.0,"Summer,trousers,Sleeve,Simple,Loose,short sleeves,Round neck,Women's Fashion,Shorts,summerjumpsuit,solid color,Women,Wool,women Jumpsuit,Casual,jumpsuit",black,50.0,Livraison standard,3.0,54,50,0.0,CN,youlika,4924.0,3.81965881397238,80,4924
1215,13.0,252,20000.0,0,3.91,12041.0,5723.0,2701.0,1656.0,751.0,1210.0,"Summer,Shorts,pants,camouflagepant,Men,Overalls,foreign trade,the new,camouflage,Pure Cotton,trousers,t,easy,fullmark,Cotton",black,50.0,Livraison standard,3.0,35,50,0.0,CN,bushangfushi,45964.0,4.0971194848142005,0,45964
1216,12.0,168,5000.0,0,4.09,529.0,288.0,113.0,60.0,26.0,42.0,"Women S Clothing,maxi summer dresses,Mother,Dress,motherdaughterdresse,momandkid,Outfits,Casual,boho,Women's Fashion,Sleeveless dress,striped dress,Stripes,women dress,boho dress,motherdaughtermatchingclothe,kids",black,50.0,Livraison standard,3.0,52,50,1.0,CN,ocean5for8ZH,73595.0,4.38569196276921,93,73595
1217,5.69,17,5000.0,0,4.31,922.0,568.0,183.0,105.0,24.0,42.0,"Summer,Fashion,crop top,Skeleton,skullprint,skeletonprint,Tops,tank top,sleeveless crop top,Ladies,Women's Fashion,sleeveless tops,Print,sleeveless,cropped top,summer tops",white,50.0,Livraison standard,2.0,43,50,0.0,CN,Fashion show11,9465.0,4.13840464870576,88,9465
1218,6.0,8,10000.0,1,3.79,1010.0,477.0,180.0,152.0,70.0,131.0,"Summer,long dress,plus size dress,Dress,summer dress,Women Skirts,Women's Fashion,Sleeveless dress,women's dress,sleeveless,Cake,summer dresses,printed,Skirts,loose dress,Girls Clothes,Cotton",purple,50.0,Livraison standard,2.0,6,50,1.0,CN,songluping,10665.0,4.073792780121891,87,10665
1219,11.0,10,1000.0,1,4.1,413.0,238.0,75.0,43.0,19.0,38.0,"pajamaset,Fashion,sexy pajamas for womens,silksleepwearforwomen,silksleepwear,pajamassuit,Casual,Women's Fashion,Summer,Sleepwear,pajamasforwomen,silksleepwearnightgown,silk,pajamassleepwear,women's pajamas,Women",red,50.0,Livraison standard,3.0,29,50,0.0,CN,huanfeng,17922.0,4.38020310233233,93,17922
1220,5.0,5,100.0,0,3.75,20.0,9.0,3.0,3.0,4.0,1.0,"suspenders,Summer,Fashion,Lace,button,slim,Women's Fashion,sexy lace,sexy,solid color,sleeveless,Tops,Shirt",pink,50.0,Livraison standard,2.0,50,50,0.0,CN,LALALA FASH,3053.0,3.85849983622666,81,3053
1221,7.0,6,1000.0,0,3.19,245.0,77.0,44.0,39.0,19.0,66.0,"Summer,strappytop,Plus Size,Lace,Shirt,Plus size top,tank top,Women's Fashion,Fashion,sleeveless tops,Casual T-Shirt,Spaghetti,summer tops,Women,lace trim,spaghetti strap top,Tank,Necks,Tops,Casual,Cami Tank Tops,sleeveless,deep v neck top,Loose tank tops",armygreen,50.0,Livraison standard,2.0,43,50,1.0,CN,mimily,9341.0,4.01295364522,0,9341
1222,11.0,10,5000.0,0,3.56,402.0,168.0,69.0,56.0,37.0,72.0,"Summer,Plus Size,Mini,Spring,Dress,slim,Cami,Women's Fashion,dressesforwomen,Vintage,sexy,Striped,Women,Fashion,button,Vintage dress",black,50.0,Livraison standard,3.0,41,50,1.0,CN,Leemin,20037.0,3.88007186704596,82,20037
1223,5.65,10,100.0,1,2.86,7.0,1.0,1.0,2.0,2.0,1.0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women",black,1.0,Livraison standard,1.0,41,50,0.0,CN,SaraHouse,17752.0,3.89967327625056,83,17752
1224,5.85,5,10000.0,0,3.55,1004.0,402.0,172.0,168.0,96.0,166.0,"Mini,short sleeve dress,Summer,plus size dress,Pleated,short sleeves,V-neck,Mini dress,beach dress,Party Dress,t-shirt dress,Casual,casual dress,Deep V-Neck,Shorts,Sleeve,Beach,Plus Size,summer dress,Women's Fashion,Cotton Dress,Dress,women dress,Cotton,Fashion,loose dress",black,50.0,Livraison standard,2.0,20,50,0.0,CN,champion_28,7314.0,3.93820071096527,84,7314
1225,8.0,85,100.0,0,4.11,19.0,12.0,0.0,5.0,1.0,1.0,"summer bikini,women swimsuit,brasbraset,sexy bikini,Swimsuit,floral bikini,Swimwear,Bikini,beach dress,Fashion,pushupswimsuittop,Flowers,women bathing suit,beachwear for women,Nylon,Swimming",blue,10.0,Livraison standard,3.0,42,50,0.0,CN,Crystalhousee,14664.0,4.23192853246045,0,14664
1226,6.0,6,5000.0,1,4.13,616.0,341.0,125.0,74.0,39.0,37.0,"Mini,Fashion,halter dress,Summer,plus size dress,Pleated,tank top,Party Dress,summer dresses,Skirts,Casual,Cotton,Deep V-Neck,Ladies Fashion,Tops,Sleeveless dress,Ladies,women dress,Women,Beach,sleeveless,Plus Size,Halter,Dress,V-neck,Mini dress,Women's Fashion,party,knee,casual dress,Shorts,Tank,Cotton Dress,loose dress",navyblue,1.0,Livraison standard,2.0,18,50,0.0,CN,zktrade.co.ltd,15436.0,4.04055454781031,86,15436
1227,11.0,10,100.0,0,3.96,115.0,59.0,21.0,15.0,11.0,9.0,"Summer,Dresses,Dress,Pleated,summer dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,slingdres,women dress,Floral,sleeveless,loose dress,casual dress",white & green,50.0,Envio Padrão,3.0,14,50,0.0,CN,yunquan,5175.0,3.87091787439614,0,5175
1228,14.0,26,5000.0,0,4.12,437.0,251.0,80.0,47.0,24.0,35.0,"Summer,Plus Size,Shirt,letter print,splitdre,Dress,Mini dress,Women's Fashion,Fashion,splits,Print,Sport,Casual",white,50.0,Livraison standard,3.0,43,50,0.0,CN,minyuehuaiy9618,4220.0,4.10995260663507,87,4220
1229,3.68,4,100.0,0,3.71,42.0,18.0,7.0,9.0,3.0,5.0,"Summer,Fashion,Mini,Tops,Polkas,V-neck,Casual,black,polka dot,sleeveless,backless,Dress,Women Fashion",navy,1.0,Livraison standard,1.0,38,50,0.0,,Maxnina,105015.0,3.7896014855020694,80,105015
1230,18.0,76,100.0,0,3.56,120.0,47.0,24.0,19.0,9.0,21.0,"Sleeveless dress,women's plus size fashion,Waist,plus size dress,Dress,waistcollection,V Neckdress,boho,V-neck,Women's Fashion,Party Dress,summer dress,maxi dress,Print,bohemian dress,Fashion,sleeveless,Women",green,9.0,Livraison standard,5.0,41,38,1.0,CN,Lonly,8950.0,4.274301675977649,0,8950
1231,5.0,22,1000.0,0,3.32,395.0,146.0,64.0,53.0,36.0,96.0,"sleeveless,Plus Size,Summer,long dress,Evening Dress,Dress,summer dress,Women's Fashion,maxi dress,beach dress,Fashion,V-neck,party,women dress,Ladies,Party Dresses,Robes,Beach,Casual,Women",pink,50.0,Livraison standard,1.0,39,50,0.0,CN,yehuihui,3809.0,3.58283013914413,74,3809
1232,7.0,14,100.0,0,4.24,50.0,29.0,12.0,4.0,2.0,3.0,"blouse,Summer,Plus Size,Tops & Blouses,Sexy Top,Tank,Tops,Cross,tank top,Women's Fashion,Fashion,strappy,solid color,sleeveless,women top,tops for women,Women",red,50.0,Livraison standard,2.0,43,50,0.0,CN,libo peng,1160.0,4.143965517241379,88,1160
1233,8.0,65,5000.0,0,4.14,1366.0,752.0,300.0,156.0,76.0,82.0,"blouse,Summer,Fashion,Shirt,tee shirt women,Tops,Women's Fashion,T Shirts,Plus Size,topsampblouse,Casual,Women",black,50.0,Livraison standard,2.0,93,50,0.0,CN,pinksnow,20824.0,4.0637245485977695,86,20824
1234,16.0,14,50.0,0,3.72,18.0,8.0,5.0,0.0,2.0,3.0,"Summer,croptopandshortsset,Fashion,letterprintedshirt,women crop top,Sleeve,Shorts,Tops,juicewrldshirt,casualshortswomen,short sleeves,Beach Shorts Women,Elastic,printed,casualtwopiece,juicewrld,summershortswomen,Beach,Casual,summercroptop",offblack,2.0,Livraison standard,5.0,37,2,0.0,CN,MJ Bags Outlet,5508.0,4.3229847494553395,92,5508
1235,5.74,5,5000.0,0,3.9,1179.0,617.0,169.0,177.0,88.0,128.0,"blouse,Tops & Tees,Shorts,Cotton Shirt,Lace,Hollow-out,Women Blouse,Food,summer t-shirts,short sleeves,candy,Casual,T Shirts,Summer,Tops & T-Shirts,loose t-shirt,short sleeve shirt,Sleeve,Shirt",green,6.0,Livraison standard,2.0,20,50,0.0,CN,Foryingni,11854.0,4.094904673527919,87,11854
1236,8.0,7,10000.0,0,3.71,2747.0,1253.0,470.0,390.0,233.0,401.0,"butterfly,caprisforwomen,skinngjean,Plus Size,Casual pants,Summer,pants,yoga pants,Leggings,jeggingsjeansforwomen,summerpant,jeggingsforwomen,printed,leggingsamptight,Jeans,Women Fashion",blue,50.0,Livraison standard,3.0,43,50,0.0,CN,witkey BL,65189.0,4.04964027673381,86,65189
1237,8.0,7,20000.0,0,3.63,2058.0,902.0,319.0,324.0,191.0,322.0,"Summer,Plus Size,tunic,Lace,Tank,Tops,Loose,camisoles for women,tank top,Fashion,sleeveless,sexy,Casual,Women Fashion",black,50.0,Livraison standard,3.0,43,50,1.0,CN,witkey BL,65189.0,4.04964027673381,86,65189
1238,3.0,14,100.0,0,3.9,51.0,25.0,11.0,6.0,3.0,6.0,"Women Vest,Vest,topsamptshirt,Shirt,one-shoulder,Tops,Slim Fit,Women's Fashion,slim,Women Clothing,Summer,Women,Casual T-Shirt,Summer Fashion,sleeveless,Sport,Fashion,Casual,Sports Wear,vestforwoman",grey,50.0,Livraison standard,1.0,41,50,1.0,CN,terbuer,9395.0,4.11005854177754,87,9395
1239,2.89,7,50.0,0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,"Mini,womens dresses,Summer,Patchwork,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,party,summer dresses,sleeveless,sexy,Casual",green,1.0,Livraison standard,1.0,37,50,1.0,CN,Meifeng Bras,30.0,3.7333333333333303,79,30
1240,2.0,6,1000.0,0,3.32,121.0,41.0,23.0,19.0,10.0,28.0,"Summer,Shorts,high waist shorts,high waist,Casual pants,pants,summer shorts,Waist,Slim Fit,Short pants,Women's Fashion,Plus Size,Lace Up,Women,Fashion,Casual,Lace",red,1.0,Livraison standard,1.0,36,50,0.0,CN,Bridgeliushui,543.0,4.11970534069982,86,543
1241,9.0,65,1000.0,1,3.7,162.0,70.0,32.0,26.0,10.0,24.0,"runningshort,Beach Shorts,beachpant,Bottom,sailboatshort,Shorts,Sport,beach swimwear,Men's Fashion,Puma,Summer,Men Shorts,men's shorts,surfshort,Beach,Men",red,50.0,Livraison standard,3.0,36,50,1.0,CN,charmyaner,3373.0,3.96471983397569,0,3373
1242,9.0,9,100.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"Summer,woman fashion,printeddres,suspenderdres,Dress,Slim Fit,beach wear,Women's Fashion,Sleeveless dress,women dress,Print,sleeveless,Casual,strapless",white,50.0,Livraison standard,3.0,44,50,1.0,CN,New Lucky,246312.0,4.20372535645848,89,246312
1243,11.0,10,5000.0,0,4.03,756.0,387.0,163.0,104.0,46.0,56.0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress",white & green,50.0,Livraison standard,2.0,14,50,0.0,CN,WDHDAGE,8821.0,3.87200997619318,82,8821
1244,9.0,9,1000.0,0,4.2,300.0,188.0,51.0,20.0,15.0,26.0,"Summer,sexy bathing suit,Bikinis Set,splitbikiniset,Swimwear,Swimsuit,Bikini,Fashion,Two Pieces,printed,Women's Fashion,Women,Beach,splits",red,30.0,Livraison standard,3.0,40,50,0.0,,Clothingloves,82219.0,3.5900825843174906,75,82219
1245,4.81,5,100.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"Summer,Plus Size,Tie Dye,tiedyeprint,Dyes,Dress,summer dress,short sleeves,Ladies,Women's Fashion,Shorts,off shoulder dress,Sleeve,Print,women dress,Casual,casual dress",yellow,5.0,Envio Padrão,1.0,47,50,0.0,CN,chaoyang_lizhen,6.0,4.33333333333333,0,6
1246,8.0,10,50.0,0,3.8,5.0,3.0,0.0,1.0,0.0,1.0,"Summer,Plus Size,sleeve dress,Sleeve,Dress,short sleeves,V-neck,Casual,Women's Fashion,Shorts,Floral dress,Floral,women dress,Women,loose dress,printed",blue,5.0,Livraison standard,2.0,23,50,1.0,CN,yangshaokuei6688,129.0,3.7906976744186003,82,129
1247,8.0,140,10000.0,1,4.17,1910.0,1141.0,329.0,212.0,88.0,140.0,"Summer,Plus Size,crop top,Cotton T Shirt,T Shirts,Fashion,off shoulder,Casual T-Shirt,sexy,Casual,Shirt,blouse,Cotton,Sexy Top,Sleeve,Tops,Womens Blouse,Women's Fashion,Printing t shirt,Ladies,loose t-shirt,Women,Ladies Fashion",blue,50.0,Livraison standard,3.0,19,50,1.0,CN,liwenjuan fashion store,2050.0,4.16780487804878,88,2050
1248,5.0,5,1000.0,1,2.98,102.0,33.0,13.0,10.0,11.0,35.0,"Deep V-Neck,Plus Size,halter dress,Halter,Summer,long dress,Dress,V-neck,beach dress,Party Dress,sleeveless,Casual,Clothes,maxide,Beach,summer dress,Women's Fashion,Cotton Dress,Sleeveless dress,Ladies,party,Cotton,Fashion,loose dress",pink,2.0,Livraison standard,2.0,20,50,1.0,CN,shenzhenshihuayanmaoyiyouxiangongsi,10320.0,3.90494186046512,83,10320
1249,6.0,6,1000.0,1,3.98,330.0,160.0,76.0,44.0,26.0,24.0,"undersafetypant,Summer,Underwear,Panties,high waist,boxer shorts,pants,Body Shapers,Leggings,Shorts,Knickers,Boxer,Seamless,Beach,safetypant,Fashion,Lace",black,50.0,Livraison standard,2.0,26,50,0.0,CN,shenghuhouse,1428.0,4.3515406162465,91,1428
1250,13.0,11,1000.0,0,4.14,582.0,313.0,139.0,66.0,28.0,36.0,"Summer,short sleeve dress,tunic,Sleeve,Pure Color,tunicsforwomen,short sleeves,Cotton Dress,Women's Fashion,Shorts,summer dress,fashion dresses,Dress,summer dresses,Women,short skirt,casual dress",black,50.0,Livraison standard,3.0,36,50,0.0,CN,tingtingwang,6329.0,4.16290093221678,89,6329
1251,2.89,7,50.0,0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,"Mini,womens dresses,Summer,Patchwork,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,party,summer dresses,sleeveless,sexy,Casual",green,1.0,Livraison standard,1.0,37,50,0.0,CN,Meifeng Bras,30.0,3.7333333333333303,79,30
1252,11.0,10,1000.0,0,3.97,212.0,109.0,42.0,28.0,11.0,22.0,"Summer,Plus Size,women dresses,long dress,Evening Dress,Dress,casual dresses,beach dress,Stripes,sleeveless,summer dresses,Casual,casual dress,Shorts,tunic,Shirt,Waist,summer dress,Women's Fashion,Sleeveless dress,women dress,Women,Beach",red,50.0,Livraison standard,3.0,21,50,0.0,CN,SMOEYAKIO,543.0,3.93186003683241,83,543
1253,5.0,5,1000.0,1,4.13,103.0,59.0,18.0,14.0,4.0,8.0,"blouse,Summer,Plus Size,Cotton,Shirt,Sleeve,Spring,Tops,slim,short sleeves,Women's Fashion,Shorts,printed,Ladies,o-neck,Fashion,Casual,T Shirts,Ladies Fashion",winered,50.0,Livraison standard,2.0,48,50,0.0,CN,guangzhouweishiweifushiyouxiangongsi,32168.0,3.88454364585924,83,32168
1254,7.0,6,100.0,0,3.6,25.0,10.0,4.0,5.0,3.0,3.0,"Summer,Vest,Swimming,Halter,wrappedchest,letter print,bras for women,Tops,slingvest,Swimwear,Push up bikini,Print,Women's Fashion,Halter Bikini,sexy,Women,Beach,summer tops,Bras,Bottoming shirt",black,50.0,Livraison standard,2.0,127,50,0.0,CN,lindieduxin,483.0,4.155279503105589,87,483
1255,9.0,8,1000.0,1,4.24,192.0,120.0,32.0,19.0,9.0,12.0,"sexy sleepwear dress,Summer,silk,Lace,Dress,silksleepwear,Nightgown,Women's Fashion,Fashion,sexy lace,Sleepwear,Women,sexy,pyjamaswomen,loose dress,Ice",violet,50.0,Livraison standard,3.0,28,50,0.0,CN,Hesperis,794.0,4.29848866498741,90,794
1256,12.0,11,100.0,0,3.6,30.0,14.0,3.0,5.0,3.0,5.0,"Summer,Fashion,Necks,Sleeve,Dress,neck dress,short sleeves,Round neck,Women's Fashion,Shorts,Loose,Casual,Women",black,50.0,Livraison standard,3.0,38,50,1.0,,Maxnina,105015.0,3.7896014855020694,0,105015
1257,5.75,25,1000.0,0,3.67,117.0,55.0,19.0,14.0,7.0,22.0,"Summer,Vest,Fashion,Floral print,camisole,Tank,Tops,Loose,Round neck,Floral,Women's Fashion,Plus Size,Print,sleeveless,Women,Casual,Necks",yellow,50.0,Livraison standard,2.0,25,50,0.0,CN,linglingstore666,706.0,4.20963172804533,0,706
1258,11.0,16,100.0,1,2.92,12.0,2.0,1.0,6.0,0.0,3.0,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit",winered,50.0,Livraison standard,2.0,16,50,0.0,US,Josephineo,18.0,3.6666666666666696,83,18
1259,11.0,102,1000.0,1,4.15,674.0,366.0,161.0,69.0,35.0,43.0,"strapless,softcomfortable,tunic,Shirt,Tube top,sexy shirts,Plus size top,beach wear,Tops,loose shirt,Women's Fashion,Fashion,backless,Strapless Top,causaltop,summer tops,stretchytop,Women",black,33.0,Livraison standard,3.0,41,50,0.0,CN,YYW COM,8191.0,4.19020876571847,89,8191
1260,11.0,47,100.0,0,4.39,23.0,14.0,7.0,0.0,1.0,1.0,"Summer,Plus Size,long dress,Dress,Women's Fashion,Fashion,black,sleeveless,Casual,Women",armygreen,50.0,الشحن القياسي,3.0,40,50,0.0,CN,glambitiong,7197.0,4.36098374322634,0,7197
1261,7.0,6,100.0,0,3.83,18.0,10.0,2.0,2.0,1.0,3.0,"Deep V-Neck,Summer,Fashion,Cotton,pants,Jumpsuits & Rompers,V-neck,Rompers,Floral,Women's Fashion,trousers,backless,rompers womens jumpsuit,Women's Jumpsuits,sleeveless,printed,Women,women Jumpsuit,playsuit,jumpsuit",black,1.0,Livraison standard,2.0,26,50,1.0,CN,luguolong333666,75.0,3.8266666666666698,80,75
1262,1.72,2,100.0,1,3.77,30.0,15.0,3.0,5.0,4.0,3.0,"blouse,Summer,Plus Size,Shirt,Sleeve,Tops,Loose,short sleeves,V-neck,T Shirts,Shorts,Fashion,Ladies,Women's Fashion,Casual,Women",fluorescentgreen,10.0,Livraison standard,1.0,48,50,0.0,CN,guangzhouweishiweifushiyouxiangongsi,32168.0,3.88454364585924,83,32168
1263,2.9,3,100.0,1,3.89,19.0,9.0,5.0,1.0,2.0,2.0,"Summer,baggyshort,Shorts,Waist,Elastic,pants,Short pants,Simple Style,stretchshort,sandybeach,elastic waist,Fashion,Casual,Women",black,6.0,Livraison standard,1.0,139,50,0.0,CN,lihongying12,163.0,4.190184049079759,89,163
1264,8.0,9,10000.0,0,3.95,903.0,475.0,148.0,135.0,50.0,95.0,"bohemia,Fashion,printed,Women Blouse,short sleeves,yoga top,Cool T-Shirts,Women's Fashion,casual shirt,Summer Fashion,short sleeve shirt,mandala,Casual,Women,blouse,Shorts,Sleeve,graphic tee,funnytee,T Shirts,boho,Cotton,Tops,women t shirt",winered,11.0,Livraison standard,2.0,39,50,1.0,CN,taishon,24564.0,3.92887966129295,83,24564
1265,2.81,33,50.0,0,3.64,14.0,5.0,2.0,5.0,1.0,1.0,"blouse,Summer,Plus Size,Necks,Heart,womens shirt,Tops,short sleeves,V-neck,graphic tee,Women's Fashion,Fashion,cute,Fun,summer shirt,T Shirts",purple,1.0,Livraison standard,1.0,43,50,1.0,CN,Cenic Beauty,42919.0,4.10596705421841,87,42919
1266,2.0,2,100.0,1,4.15,34.0,17.0,8.0,7.0,1.0,1.0,"Summer,Shorts,Breathable,Spring,Men,Socks,Men's Fashion,low,pure,Invisible,Cotton",white,50.0,Livraison standard,1.0,48,50,1.0,CN,Wedding jewelry store,620.0,4.22096774193548,0,620
1267,8.0,7,100.0,0,4.2,10.0,4.0,5.0,0.0,1.0,0.0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress",white & green,4.0,Livraison standard,3.0,20,50,0.0,CN,chenzhiqiang11,88.0,3.93181818181818,87,88
1268,5.86,59,1000.0,1,4.06,223.0,120.0,44.0,29.0,13.0,17.0,"shirtsforwomen,Summer,Plus Size,cute,Graphic Shirt,short sleeves,casual shirt,Women's Fashion,Fashion,V-neck,eye,Necks,blouse,Funny,Shorts,Cotton Shirt,Shirt,Sleeve,loose shirt,Tops,graphic tee,lip,funnyshirt,Print,Women",pink,6.0,Livraison standard,1.0,41,50,0.0,CN,paoyeye,18877.0,4.079885575038411,87,18877
1269,11.0,26,1000.0,0,3.95,596.0,304.0,112.0,86.0,36.0,58.0,"Mini,Plus Size,Necks,Round Collar,Dress,summer dress,Mini dress,Round neck,Women's Fashion,Flowers,printed,women dress,Summer Fashion,sleeveless,casual dress",rosered,50.0,Livraison standard,2.0,33,50,1.0,CN,Luowei clothe,5534.0,3.9998192988796495,85,5534
1270,2.67,67,10.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"butterfly,Summer,Outdoor,isolation,Masks,Sport,Women's Fashion,Fashion,Health,Face Mask,Print,Women,Cotton,Casual,cottonmask",purple,5.0,Livraison standard,1.0,27,50,0.0,CN,hehaiyan,13.0,3.69230769230769,85,13
1271,11.0,10,10000.0,1,4.05,1479.0,754.0,329.0,219.0,73.0,104.0,"Summer,Shorts,Cotton,Cotton T Shirt,letter print,cute,teeshirthomme,short sleeves,animalprotectiontshirt,Round neck,Women's Fashion,Fashion,printed,topsamptee,Casual,beetshirt,Women,Sleeve,T Shirts,Necks",black,50.0,Livraison standard,2.0,45,50,1.0,CN,yubenqiang,5816.0,3.9363823933975204,83,5816
1272,13.0,68,5000.0,0,3.79,1095.0,488.0,228.0,168.0,87.0,124.0,"womensummerclothe,Fashion,Lace,Bikini swimwear,women swimsuit,onepiece,beachwera,Lace Bikini,Women's Fashion,bikinis women,Bikini,Swimwear,women swimwear,bikini sexy,Women,women bathing suit,bangdagebikini,Swimsuit,Swimming",black,50.0,Livraison standard,3.0,66,50,1.0,US,nacylucy,24306.0,4.23669052908747,0,24306
1273,5.65,10,100.0,1,2.86,7.0,1.0,1.0,2.0,2.0,1.0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women",black,1.0,Livraison standard,1.0,41,50,1.0,CN,SaraHouse,17752.0,3.89967327625056,83,17752
1274,8.0,7,100.0,0,4.04,139.0,72.0,31.0,17.0,8.0,11.0,"Sleeveless dress,Plus Size,pleated dress,Summer,Vintage,button,summer dress,Spaghetti Strap,Cotton Dress,Women's Fashion,Party Dress,strappy,party,vestido,women dress,ruffle,Women,Spaghetti,Dress,sleeveless,casual dress",purple,1.0,Livraison standard,2.0,37,50,0.0,CN,"Shenzhen JNH Co.,Ltd",12745.0,4.27799136916438,92,12745
1275,14.0,102,1000.0,0,4.18,197.0,104.0,52.0,26.0,2.0,13.0,"Summer,short sleeve dress,summerdresseswomen,Vintage,baggydresseswomen,floralprinteddres,Women's Fashion,Casual,Floral,vintagedresswomen,dressesforwomen,A line dress,Midi Dress,Dress,Women,floraldresseswomen,casualloosedres,printed",yellow,50.0,Standard Shipping,4.0,40,50,0.0,CN,SweetKissfashion,17856.0,4.17372311827957,0,17856
1276,11.0,60,1000.0,1,3.38,37.0,15.0,3.0,9.0,1.0,9.0,"Summer,Plus Size,Necks,long dress,Dress,summer dress,V-neck,Women's Fashion,printed,wavepoint,Women,Loose,Casual,casual dress",white,49.0,Livraison standard,2.0,25,50,0.0,CN,chengyongbo64,703.0,3.9601706970128,85,703
1277,7.0,23,10000.0,0,3.98,2159.0,1125.0,374.0,324.0,170.0,166.0,"blouse,push up bra,Vest,Sports Bra,crop top,Shirt,#Sport Bra,bras for women,Tops,Bracelet,tank top,sleeveless,Fashion,Summer,sport bra top,Tank,Casual,Bras",black,50.0,Livraison standard,2.0,40,50,1.0,CN,Simple_style,213709.0,4.29389964858757,91,213709
1278,11.0,10,10000.0,1,3.86,2102.0,981.0,445.0,301.0,141.0,234.0,"Summer,Vest,camisole,Tops,T Shirts,Women's Fashion,sleeveless,Women,Swimming,Casual,Shirt",multicolor,50.0,Livraison standard,2.0,39,50,0.0,CN,Eleven international,14284.0,4.02562307476897,86,14284
1279,9.0,31,1000.0,1,3.92,317.0,151.0,72.0,45.0,17.0,32.0,"Summer,Shorts,Shirt,Fitness,Tops,Slim Fit,short sleeves,Casual,T Shirts,Men T-shirt,print t-shirt,Sport Tops,men's casual  shirt,suzuki,Motorcycle",red,50.0,Livraison standard,3.0,34,50,0.0,CN,kolesw,8043.0,4.16598284222305,0,8043
1280,8.0,84,10000.0,0,4.19,3679.0,2077.0,783.0,446.0,192.0,181.0,"bathing suit,Bikinis Set,women beachwear,Lace Bikini,summerwomenbikini,One Piece Swimsuits,Push up bikini,padded,Swimwear,Women's Fashion,Fashion,womenmonokini,Bikini,womenswimwearbikini,Swimsuit,onepiece,Swimming",black,50.0,Livraison standard,3.0,37,50,0.0,CN,Johnson007,80713.0,4.18781361119027,89,80713
1281,8.0,7,100.0,0,4.39,23.0,15.0,4.0,3.0,0.0,1.0,"blouse,Summer,Fashion,Shirt,Sleeve,Shorts,Tops,Necks,short sleeves,Pullovers,Round neck,Women's Fashion,Plus Size,Casual,Print,Women,summer tops,T Shirts,Cotton",blue,4.0,Livraison standard,2.0,20,50,1.0,CN,zhuangxiuhuang,107.0,3.8971962616822404,81,107
